SPECIES_NR,FAMILIE,GENUS,SOORT,SYST_NIV,STLYST90,FLORA_90,STATUS,UHOKN50,UHOKN80,HERKMST1,HERKMST2,HERKMST3,UFK_40,UFK_90,UHOKV50,UHOKV80,LV_DUUR,LV_VORM1,LV_VORM2,LV_VORM3,GR_VORM1,GR_VORM2,GR_VORM3,ANAT_BLD,GRN_BLD,VORM_BLD,HGT_MIN,HGT_MAX,HGT_EXTR,GESL_BLM,BLMKLEUR,VR_TYPE,VR_KLEUR,ZAADMORF,WRTLDIEP,KIEMTIJD,BGNBLOEI,ENDBLOEI,GRONDWTR,LICHTIND,TEMPTIND,CONTIIND,VOCHTIND,ZUURGIND,STIKSIND,ZOUT_IND,ZWAREIND,MAAI_IND,STRO_MIN,STRO_MAX,STRO_EXT,OECO_GRP,ECOL_GRP,TRANSGR,WESTHOFF,ELLENBRG,ECOTP_01,ECOTP_02,ECOTP_03,ECOTP_04,ECOTP_05,ECOTP_06,ECOTP_07,ECOTP_08,ECOTP_09,ECOTP_10,SG_VOCHT,SG_TROFIE,SG_ZUURG,SG_ZOUT,ECOTPAMP,GEBRUIK1,GEBRUIK2,GEBRUIK3,GEBRUIK4,WETT_BES,REDLIST1,REDLIST2,BESTUIV1,BESTUIV2,BESTUIV3,ZBESTUIV,PLG_LIGG,PLG_NORD,PLG_WEST,PLG_MIDD,PLG_OOST,PLG_Z_O,PLG_ZUID,PLG_FRYK,PLG_AMER,PLG_EURO,PLG_AZIE,PLG_BRON,PLG_NOOT,PLG_MONT,R_SALINIT,R_ALKALIN,R_DOM_ANIO,R_CARBOGEH,R_TROFIEGR,IVERSEN,SKLEROTYP,SOCIO_HDB,SOCIO_ISZ,HOOFD_ISZ,OVERSPOEL,MAAI_IBN,TYPE,SOCSRTGRP1,SOCSRTGRP2,SOCSRTGRP3,SOC_GRP_ND,SOC_GRP_DG,RL2000LANG,RL2000KORT,RL2000_ZK,RL2000_TK,FF_WET,WW_C_N,WW_CA,WW_CL,WW_GHG,WW_GLG,WW_GVG,WW_K,WW_MG,WW_NH4,WW_NO3,WW_NTOT,WW_PH_H2O,WW_PO4,WW_PTOT,WW_VOCHT
357,51,25,1,2,1,1,12,96,79,1,,,5,4,,,6,H,,,65,,,40,S,vs,30,120,,C,R-A,43,o,1,44,32,6,9,A,7,6,5,4,9,3,0,0,3,9,9,9,63,803,4,31A,61100,G47kr,,,,,,,,,,3,3,0,1,1,99,,,,0,,,IH,,,,m,0,2,3,3,4,3,A,.,*,*,1,DI,mo,,,,,,,,,,,,3,H,R31CA,,,R,R,,,,,,,,,,,,,,,,,,,,
358,44,33,2,2,1,1,3,52,298,305,,,4,6,,,1,T,,,64,,,,S,ve,8,40,,C,A,43,o,1,,12,5,9,A,9,7,4,5,6,6,0,0,,9,9,9,14,307,0,12Bb01,,P48,,,,,,,,,,3,5,0,1,1,99,,,,0,,,I,,,Z,b,+,2,2,0,+,1,D,.,.,.,3,E,sm,,,,,,,,,,,,,H,A30BB02,,,Pb,P,,,,,,11.3040,,28.7850,41.7183,100.371,83.1658,,61.9648,2.24268,6.60456,1503.11,6.94893,3.99,519.724,10.4234
359,44,33,1,2,1,1,1,564,645,1,,,7,7,,,1,T,,,61,,,45,S,ve,5,25,,C,A,43,o,1,,12,6,8,A,8,7,3,6,7,6,1,0,,9,9,9,14,307,0,12Bb01,37110,P48tr,,,,,,,,,,3,5,0,1,1,99,,,,0,,,ID,,,Z,s,+,4,3,+,2,4,A,.,*,.,13,E,sm,,,,,,,,,,,,7,H,G12AA02,,,Gp,Gp,,,,,,10.5293,1887.74,869.152,27.0912,84.1368,67.8999,314.391,138.783,3.17086,8.93517,2214.16,7.24521,4.18,600.642,17.4352
360,37,11,1,2,1,1,1,220,105,1,,,6,5,,,1,T,,,61,,,42,S,ly,7,30,,C,A/R,32,o,1,,12,6,9,P,8,6,2,7,5,5,0,0,,9,9,9,14,307,,,33000,P47,P42,P67,,,,,,,,4,2,3,1,1,99,,,,0,,3,I,,,Z,s,+,3,2,0,+,2,A,.,*,.,13,M,sm,,,,,,,,,,,,,H,P28AA04,,,Pn,P,BE-14,BE,zz,ttt,,14.0267,373.891,26.2334,25.7835,77.0024,16.7454,35.1451,35.8823,2.34057,1.20669,930.693,5.62615,1.65,231.979,14.5690
361,43,5,2,2,1,1,1,26,41,1,,,4,4,,,6,G,,,65,,,30,V,vm,15,30,,C,P-A,43,o,10,,12,3,5,P,3,6,4,6,8,8,0,0,,9,9,9,93,906,,,84300,H47kr,,,,,,,,,,3,3,0,1,1,16,,,,0,,,IH,,,,b,0,+,4,2,3,+,A,.,*,.,123,ABF,mo,,,,,,,,,,,,6,H,B43AA,,,B,B,,,,,,18.0376,452.322,18.2143,86.7358,143.603,113.090,77.1524,77.3226,7.08396,48.0470,2035.81,5.64522,,485.599,19.5336
362,43,7,1,2,1,1,1,408,606,1,,,6,7,,,1,T,L,,31,,,34,S,vm,30,100,,C,F,43,o,10,,12,6,9,A,5,6,1,5,3,6,0,0,,9,9,9,95,903,0,37Aa,62110,H41,H61,,,,,,,,,4,1,1,1,2,99,,,,0,,,IH,,,Z,s,0,4,+,0,0,+,A,.,*,.,123,X,co,,,,,,,,,,,,2,H,R34AA01,B41AA,,R,R,,,,,,23.8839,42.3239,16.0792,102.312,194.206,74.3929,26.0660,17.2502,12.2196,3.26321,2086.05,3.59266,0.24,587.094,6.48780
364,43,6,1,2,1,1,17,44,66,1,,,4,4,,,6,H,,,65,,,34,S,vm,15,30,,C,F,43,o,10,,12,5,13,A,6,7,4,6,9,5,0,0,,9,9,9,61,101,0,07Ab02,42100,P60mu,P40mu,,,,,,,,,4,0,0,1,1,99,,,,1,,,IH,,,Z,v,0,0,+,0,0,0,A,.,*,.,2,X,mo,,,,,,,,,,,,2,H,L21A,,,,,,,,,2,,,,,,,,,,,,,,,
365,43,5,1,2,1,1,13,135,182,1,,,5,5,,,6,G,,,65,,,30,V,vm,10,25,,C,P:R,43,o,10,,12,3,4,A,3,6,5,5,7,7,0,0,,9,9,9,93,906,0,38Aa05,84300,H47,,,,,,,,,,3,3,0,1,1,99,,,,0,,,IH,,,,m,1,2,3,3,3,1,A,.,*,*,123,X,sa,,,,,,,,,,,,6,H,B43AA,,,B,B,,,,,,18.4261,415.046,17.1073,85.8033,142.770,113.021,72.8270,70.4642,7.37974,41.4812,2051.81,5.42510,0.24,474.911,19.7115
366,23,2,1,2,1,1,17,,,1,,,7,8,582,912,7,P,,,73,,,40,S,ro,100,600,,A,O,32,o,4,,12,1,3,A,6,5,3,,5,,0,0,1,9,9,9,92,905,0,38,84000,H43,H42,H47,,,,,,,,3,2,4,1,2,12,,,,0,,,W,,,,c,1,4,4,4,3,2,A,.,*,.,13,X,mo,,,,,,,,,,,,2,H,B43A,,,B,B,,,,,,21.2422,301.679,18.3354,81.8848,149.765,85.7526,55.0349,51.6363,10.8822,25.3371,2397.69,4.66638,0.20,471.354,19.3350
367,126,37,1,2,1,1,1,776,689,1,,,8,7,,,6,H,,,53,,,50,W,ly,10,35,,C,O,31,o,1,23,01,6,7,A,8,6,5,2,3,2,0,0,3,9,9,9,64,604,0,20,52210,P62,P61,,,,,,,,,5,1,2,1,1,99,,,,0,,,W,,,,s,0,3,3,1,+,+,A,.,*,.,13,X,co,,,,,,,,,,,,3,H,G14AA,,,Gk,Gc,,,,,,12.6714,9.21919,10.4671,132.326,187.919,72.5650,4.66008,2.30802,2.53008,0.10752,149.618,5.47192,1.78,19.1403,1.00000
368,44,45,1,2,1,1,6,1,40,100,,,1,4,,,6,H,,,65,,,60,W,ve,30,80,,C,A,43,o,1,,12,6,7,Z,9,6,,6,7,8,3,0,,9,9,9,31,201,0,09Bb01,28120,bP40,,,,,,,,,,3,0,0,3,1,6,,,,0,,4,ID,IH,,Z,c,0,2,3,0,2,0,A,.,*,.,13,GM,pl,,,,,,,,,,,,,H,P22AB01,,,Pb,P,,,,,,,,,,,,,,,,,,,,
369,50,20,3,2,1,1,17,,,1,,,9,9,1084,1430,7,P,,,73,,,45,S,ha,180,450,,C,A,53,r,4,,12,5,6,A,7,5,3,4,8,4,0,0,1,9,9,9,84,806,0,34A,84100,H47,H48,H69,H63,H43,H62,H42,,,,4,0,4,1,2,16,30,,,0,,,I,,,,c,0,4,4,2,4,4,A,.,*,*,13,B,sm,,,,,,,,,,,,2,H,S37A,,,B,B,,,,,,17.3391,415.357,20.1442,69.1479,132.988,93.4392,64.7290,64.7007,7.55265,22.3332,1469.90,5.70694,0.36,244.135,18.6564
370,50,20,1,2,1,1,1,226,155,1,,,6,6,80,29,7,P,,,73,,,40,S,ha,180,450,,C,A,53,r,4,,52,5,5,A,6,6,4,5,7,5,0,0,,9,9,9,92,905,0,38,84000,H47,H42,H43,,,,,,,,3,2,4,1,2,16,30,,,0,,3,I,,,,s,0,3,3,0,2,1,A,.,*,.,13,M,sm,,,,,,,,,,,,2,H,B43A,,,B,B,,,,,,20.4534,437.403,19.5560,73.0290,138.816,82.8448,65.7915,70.3772,9.73757,29.6521,2488.82,4.88725,0.19,454.239,22.7200
371,113,59,7,2,,1,1,480,473,1,,,7,7,18,28,2,H,,,64,,,40,S,ve,40,120,,C,F,32,o,8,55,22,5,8,A,7,5,3,5,6,5,0,0,6,9,9,9,51,611,0,25Ba01,54210,G47kr,,,,,,,,,,3,3,0,1,1,99,,,,0,,,IH,A,,Z,s,+,2,4,2,2,1,A,.,*,.,3,X,mo,,,,,,,,,,,,6,H,G16BB01,,,Gk,Ga,,,,,,10.4596,1657.86,20.5064,28.1322,83.0417,48.9030,165.436,121.698,4.47687,5.39309,2856.32,6.81711,2.30,409.936,30.5683
372,113,59,6,2,1,1,1,1109,1333,1,,,8,9,,,1+8,T,H,,64,,,40,S,ve,30,90,,C,F,32,o,8,,22,6,11,A,7,6,2,5,6,4,0,0,8,9,9,9,15,306,,,54200,G47,G48,G67,G68,,,,,,,4,4,0,1,2,99,,,,0,,,ID,IH,,Z,c,+,4,3,+,2,2,A,.,*,.,3,E,mo,,,,,,,,,,,,8,H,G16BB01,R31CA,,Gk,Ga,,,,,,10.7764,754.530,30.3130,46.8234,106.869,56.3257,80.6341,66.3717,2.83365,3.18413,967.174,6.95425,2.80,186.050,15.8738
373,113,59,1,2,1,1,1,57,102,1,,,4,4,,,6,H,,,64,,,42,S,ve,30,120,,C,F,32,o,8,23,01,6,6,W,7,,3,8,8,6,0,0,5,9,9,9,52,614,0,25Aa,54130,G27,H27,,,,,,,,,1,3,0,1,2,99,,,,0,,,ID,IH,,Z,s,3,2,4,3,2,+,A,.,*,.,3,X,sa,,,,,,,,,,,,5,H,G16AB06,B43AA04,,Gm,Gm,KW-6,KW,zz,t,,15.9418,5443.18,29.5055,19.1838,69.4153,29.1080,147.113,247.375,7.97420,11.4334,5745.52,5.55907,0.36,589.455,47.8296
374,113,59,5,2,1,1,1,110,79,1,,,5,5,,,1+8,T,H,,64,,,40,S,ve,7,60,,C,F,32,o,8,,12   ?,5,13,A,8,6,7,4,,6,0,0,,9,9,9,15,306,0,12Ba,33310,P67,,,,,,,,,,5,3,0,1,1,99,,,,0,,,I,,,Z,m,3,1,4,4,2,1,A,.,*,*,35,E,co,,,,,,,,,,,,5,H,A30B,,,Pb,P,,,,,,9.41826,48.9819,11.8531,63.5075,124.331,78.9214,13.1405,15.8145,2.07538,1.68574,410.145,6.57252,4.14,29.3154,6.81943
375,113,59,4,2,1,1,1,64,78,1,,,4,5,,,2,H,,,64,,,,,ve,20,80,,C,F,32,o,8,,01,5,8,A,9,6,3,4,8,5,0,0,,9,9,9,51,611,,,,G47kr,,,,,,,,,,3,3,0,1,1,99,,,,0,,,ID,IH,,Z,m,0,2,2,0,+,3,A,.,*,.,6,X,al,,,,,,,,,,,,,H,Z17AA01,,,R,Z,,,,,,9.95572,1481.82,17.7063,37.7492,97.9847,56.5566,134.297,97.5143,2.85463,4.17616,1379.01,6.96590,4.04,256.607,23.2520
376,83,16,1,2,1,1,1,6,13,1,,,2,2,,,6,H,,,65,,,,,vm,20,50,,C,A/F,41,o,1,,12,7,10,Z,,,,,,,,,,9,9,9,31,202,,,,bP40,,,,,,,,,,3,0,0,3,1,99,,,,0,+,1,I,,,,m,0,3,0,0,2,4,A,.,*,.,6,GM,pl,,,,,,,,,,,,,H,G26AC06,,,Gp,Gp,GE-1,GE,zzz,0/+,,,,,,,,,,,,,,,,
377,37,19,1,2,1,1,1,14,12,1,,,3,2,,,6,H,,,31,,,40,S,lw,60,120,,C,A:V,51,n,4,,12,7,8,V,6,4,4,9,8,7,0,0,,9,9,9,44,505,0,17Ba,35210,H47kr,,,,,,,,,,3,3,0,1,1,99,,,,0,+,2,I,,,,m,+,1,3,3,3,2,B,.,*,*,13,M,co,,,,,,,,,,,,2,H,S37AB01,,,B,B,BE-9,BE,zzz,tt,,,,,,,,,,,,,,,,
378,96,3,1,2,1,1,12,28,0,2,,,0,0,,,1,T,V,L,21,,,40,S,sc,30,60,,C,A:F,43,o,1,,,6,8,A,,6,4,,,,0,0,,9,9,9,11,,3,13Ca,34310,99,,,,,,,,,,,,,,,99,,,,0,,0,I,,,Z,m,1,2,4,3,1,1,A,.,*,*,13,DLM,co,,,,,,,,,,,,,H,,,,,,VN-17,VN,x,tttt,,,,,,,,,,,,,,,,
379,96,3,6,2,1,1,1,520,156,1,,,7,5,,,1,T,V,L,21,,,40,S,sc,30,60,,C,A/R,43,o,1,,,6,9,A,,,5,,,2,0,0,3,9,9,9,75,705,0,30,51000,G61,G41,G63,G43,,,,,,,4,1,0,1,2,99,,,,0,,2,IH,,,Z,s,+,3,4,2,3,4,A,.,*,*,13,M,sa,,,,,,,,,,,,3,H,H20AA01,,,Gk,Gc,KW-15,KW,z,ttt,,24.8919,20.0085,8.21343,87.3183,176.583,34.6543,12.0270,8.10144,6.22710,0.07563,845.832,4.15698,0.23,160.540,4.14763
380,96,3,5,2,1,1,1,189,127,1,,,5,5,,,1,T,V,L,21,,,40,S,sc,30,150,,C,A/R,43,o,1,,,6,9,P,,6,5,7,,7,0,0,3,9,9,9,44,505,0,17Ba,35210,R48,H48,H47,,,,,,,,3,4,0,1,1,99,,,,0,,3,IH,K,,Z,s,1,3,4,4,3,1,A,.,*,*,13,M,sm,,,,,,,,,,,,3,H,S37AB01,B38AA01,,B,B,,,,,,15.0438,781.718,27.7066,52.1124,111.708,94.2210,111.048,109.366,6.33819,10.8411,2383.24,6.57875,0.61,424.213,25.4778
381,96,3,4,2,0,1,3,9,3,301,,,,,,,1,T,V,L,21,,,,S,sc,30,450,,C,A,43,o,1,,,7,10,V,,6,,8,,8,0,0,,9,9,9,44,505,0,17Ba,,R48,H48,,,,,,,,,3,5,0,1,2,99,,,,0,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
382,96,3,2,2,1,1,6,11,28,103,104,,2,4,,,1,T,V,L,21,,,,S,sc,30,450,,C,A,43,o,1,,,6,9,V,,6,6,8,,8,0,0,,9,9,9,44,505,0,17Ba,,R47kr,H47kr,,,,,,,,,3,3,0,1,1,99,,,,0,,,I,,,Z,m,0,+,1,3,2,0,A,.,*,*,1,X,pl,,,,,,,,,,,,3,H,R31,S37AB01,,R,R,,,,,,,,,,,,,,,,,,,,
383,93,1,1,2,1,1,1,6,5,1,,,2,2,,,6,H,,,65,,,45,S,lw,30,120,,C,A,43,o,8,33,21,5,8,A,6,5,5,3,7,3,0,0,,9,9,9,83,803,4,31A,0,H43,,,,,,,,,,3,1,5,1,1,16,,,,0,,1,ID,,,,m,+,2,4,4,3,2,A,.,*,*,13,M,mo,,,,,,,,,,,,,H,S37AC05,,,B,B,KW-5,KW,zzz,t,,,,,,,,,,,,,,,,
384,126,54,1,2,1,1,13,74,149,1,,,4,5,,,6,H,,,52,,,54,S,ly,10,40,,C,O,31,o,1,55,12   ?,7,9,A,8,7,3,4,,5,0,0,,9,9,9,62,612,0,16Aa,0,P67,P47,,,,,,,,,4,3,0,1,1,99,,,,0,,,W,,,,m,0,2,2,+,4,4,C,*,*,*,5,E,co,,,,,,,,,,,,8,H,G12AA,,,Gp,Gp,,,,,,9.83192,831.015,15.2761,53.4592,111.609,59.3442,82.5919,61.3362,3.55012,3.50800,1070.49,6.94831,3.47,176.107,17.8712
385,98,14,1,2,1,1,1,139,96,1,,,5,5,,,2,H,,,65,,,54,S,lc,30,80,,C,"R,P",41,o,6,,12,5,7,A,8,6,5,4,7,7,0,0,,9,9,9,16,401,,,33410,P63,H63,,,,,,,,,5,1,5,1,1,16,,,,0,,3,IH,IL,,Z,s,+,3,4,4,4,1,A,.,*,*,3,EM,al,,,,,,,,,,,,,H,R31BA01,Z17AA02,S37AC,R,R,,,,,,10.2308,107.542,20.8684,93.6735,151.041,77.7464,10.0216,15.6998,3.98344,5.05413,413.680,7.16763,1.16,78.2866,5.14797
386,126,10,1,2,1,1,1,1351,1071,1,,,9,8,,,6,H,,,52,,,40,S,ly,20,60,,C,O,31,o,1,22,01,6,7,A,8,5,3,5,,4,0,0,7,9,9,9,51,612,0,25Ba03,54230,G47,,,,,,,,,,3,3,0,1,1,29,,,,0,,,W,,,,c,1,4,4,2,2,1,A,.,*,.,13,X,mo,,,,,,,,,,,,7,H,G16BC,,,Gp,Gp,GE-12,GE,a,tt,,11.1803,3443.95,157.034,10.6964,65.5612,35.4455,187.911,175.116,5.12593,4.96899,3903.50,6.38534,1.73,427.261,35.8346
387,131,4,1,2,1,1,1,16,0,2,,,0,0,,,1,T,,,54,,,24,S,ly,3,15,50,C,O,32,o,1,,12   ?,7,10,W,9,6,4,7,,4,0,0,,9,9,9,23,309,7,10Aa,31110,P27,P22,,,,,,,,,1,2,3,1,,99,,,,0,+,0,W,,,,m,0,1,3,3,3,2,E,*,*,*,135,LM,sm,,,,,,,,,,,,,H,,,,,,VN-17,VN,x,tttt,,,,,,,,,,,,,,,,
388,131,4,3,2,1,1,1,37,34,1,,,4,4,,,1,T,,,54,,,20,S,ly,3,20,35,C,O,32,o,1,,13,7,10,W,9,6,4,7,,4,0,0,,9,9,9,23,309,0,10Aa06,31100,P28,P27,,,,,,,,,1,4,0,1,1,99,,,,0,,4,W,,,,m,+,2,3,3,3,4,A,.,*,*,3,CM,sm,,,,,,,,,,,,,H,P29AA04,,,Pb,P,,,,,,,,,,,,,,,,,,,,
389,9,2,1,2,1,1,1,66,37,1,,,4,3,,,6,G,,,63,,,30,S,vs,10,35,,E,O,11,o,11,,,6,8,P,5,,3,7,8,4,0,0,,9,9,9,61,101,2,07Ab03,42110,P40mu,,,,,,,,,,3,0,0,1,1,99,,,,1,,3,W,,,,c,4,4,4,4,3,3,E,*,*,*,235,M,al,,,,,,,,,,,,,H,L21A,,,,,BE-9,BE,zzz,tt,2,,,,,,,,,,,,,,,
390,126,9,1,2,1,1,1,1583,1604,1,,,9,9,,,6,H,,,53,,,40,S,ly,30,90,,C,O,31,o,1,34,01,5,8,A,7,,3,5,,6,0,0,8,9,9,9,51,609,0,25Ba,54000,G48,H48,G47,,,,,,,,3,4,0,1,1,29,,,,0,,,W,,,,c,3,4,4,4,4,4,A,.,*,*,35,X,al,,,,,,M,M,P,18,H,I,8,H,G16BB01,R31CA,Z17AA01,Gk,Ga,,,,,,11.7337,1231.54,22.8713,42.0499,101.997,77.5653,132.192,96.0169,4.59726,9.20943,2565.23,6.39839,1.96,396.059,24.6478
392,70,1,1,2,1,1,17,23,6,1,,,3,2,,,7,Z,P,,71,,,34,S,lc,30,120,,C,P,52,r,4,23,12,2,4,A,4,,4,5,7,5,0,0,,9,9,9,94,909,2,38Ab01,84300,H43,,,,,,,,,,3,1,5,1,1,16,21,30,,0,,1,I2,,,Z,m,3,1,4,3,2,+,A,.,*,*,13,HM,al,,,,,,,,,,,,1,H,S37AC05,B43AB01,,B,B,KW-5,KW,zzz,t,,20.5975,356.628,18.3817,99.3698,151.671,96.4511,53.8309,69.6449,9.02933,35.6333,1964.11,5.18576,0.13,412.875,18.7350
393,102,7,1,2,1,1,1,235,236,1,,,6,6,,,1,T,,,65,,,40,S,lw,15,100,,C,A/P,43,o,1,44,12,6,9,A,8,6,,4,7,8,1,0,,9,9,9,15,305,0,12Bd,33000,P68,P48,,,,,,,,,4,5,0,1,1,16,,,,0,,,IL,,,Z,b,+,4,4,3,4,4,A,*,*,*,135,DE,co,,,,,,,,,,,,2,H,R31BA01,,,R,R,,,,,,11.0364,,,,,,,,2.63946,9.17348,785.145,6.94720,4.23,181.690,11.0987
394,83,39,1,2,1,1,1,1127,1109,1,,,8,8,,,2+8,H,,,65,,,40,S,vm,30,90,,C,A/R,41,o,6,24,12/22,6,13,A,8,6,5,4,,4,0,0,6,9,9,9,51,612,0,25Ba01,0,G47kr,G43,G63,G67,,,,,,,4,2,5,1,2,99,,,,0,,,IC,ID,,Z,c,+,4,4,3,4,4,B,.,*,*,135,E,al,,,,,,,,,,,,6,H,R31CA,G15AA01,,Gk,Gf,,,,,,9.90485,1014.19,26.7888,45.6582,102.216,52.6674,95.0872,79.6445,3.82354,4.60979,1045.48,7.03292,2.35,181.291,19.8665
395,37,15,1,2,1,1,1,8,0,2,,,0,0,,,1,T,,,65,,,,S,pr,2,10,,C,A,43,o,9,,,5,7,A,9,6,2,8,4,,0,0,,9,9,9,12,308,0,10Aa04,,P47,,,,,,,,,,3,3,0,1,,99,,,,0,+,0,I,,,Z,m,0,2,+,0,0,1,A,.,*,.,2,LM,co,,,,,,,,,,,,,H,,,,,,VN-17,VN,x,tttt,,,,,,,,,,,,,,,,
396,40,7,1,2,1,1,1,58,7,1,,,4,1,,,8+1,T,,,64,,,45,S,ve,15,50,,C,B:P,43,o,1,33,12,6,8,A,6,7,6,4,8,5,0,0,,9,9,9,12,304,0,13Ba,34110,P47kr,,,,,,,,,,3,3,0,1,1,99,,,,0,*,1,IH,IL,,,m,1,2,4,4,3,1,A,.,*,*,13,IM,mo,,,,,,,,,,,,,H,A30,,,Pb,P,EB-13,EB,zzz,ttt,,,,,,,,,,,,,,,,
397,126,32,1,2,1,1,1,790,993,1,,,8,8,,,6,H,,,53,,,52,W,ly,30,150,,C,O,31,o,1,25,01,6,7,V,6,,,7,,3,0,0,5,9,9,9,21,615,0,25A,0,H47,H42,H27,G47,G27,,,,,,2,2,3,1,2,99,,,,0,,,W,,,,c,4,4,4,4,3,1,A,.,*,*,135,X,al,,,,,,M,M,O,22,B,I,5,H,B43A,,,B,B,,,,,,18.2353,817.084,24.4063,43.2272,104.462,50.5383,97.5051,94.4623,8.16008,13.9655,3794.92,5.12436,0.44,509.996,30.5708
398,126,32,2,2,1,1,1,688,799,1,,,7,8,,,6,H,,,53,,,40,I,ly,30,70,,C,O,31,o,1,14,01,6,7,A,6,,2,,2,3,0,0,3,9,9,9,95,903,0,18Aa01,0,R64,H61,G61,,,,,,,,5,1,1,1,2,99,,,,0,,,W,,,,c,4,4,4,1,1,2,B,*,*,*,134,X,al,,,,,,,,,,,,3,H,B41AA,Z18AA01,G19,Gk,Gc,,,,,,26.6993,11.1890,11.1907,122.761,216.135,76.8739,15.2533,7.81812,10.9226,0.23848,1096.55,3.42761,0.23,237.662,2.91668
399,126,32,3,2,1,1,1,138,41,1,,,5,2,,,6,H,B,,54,,,20,W,ly,30,60,,C,O,31,o,1,,01   ?,7,8,W,8,6,1,9,2,1,0,0,,9,9,9,42,7,7,06Aa,14100,V12,P22,,,,,,,,,1,1,3,1,1,99,,,,0,+,1,W,,,,c,0,3,1,0,0,0,B,.,*,.,13,KM,pl,,,,,,,,,,,,,H,M06AC03,,,Pn,Gm,EB-13,EB,zzz,ttt,,18.2140,2069.01,109.967,-55.257,-29.717,-36.584,107.328,322.733,8.53651,0.32686,4894.99,5.09311,0.09,251.542,41.0903
400,44,2,1,2,1,1,1,194,241,1,,,6,6,,,1,T,,,65,,,45,W,ve,30,90,,C,F,43,o,1,,42/12,5,13,A,8,6,7,4,,6,0,0,,9,9,9,16,305,0,12Ba,34100,P67,,,,,,,,,,5,3,0,1,1,99,,,,0,,,I,,,Z,s,2,4,4,4,4,4,A,.,*,*,135,X,sm,,,,,,,,,,,,3,H,R31A,,,R,R,,,,,,9.34265,61.2987,21.8378,56.4210,112.398,87.0764,16.2332,32.4225,2.22055,4.54478,903.147,6.95041,4.77,163.009,12.3773
401,37,24,2,2,0,1,7,2,0,104,,,,,,,6,H,,,65,,,,,ly,20,45,,C,A,43,o,1,,,6,8,A,,,,,,,,,,9,9,9,62,,,,,,,,,,,,,,,,,,,,99,,,,0,,,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
402,37,24,5,2,1,1,12,52,25,1,,,4,3,,,1+2,H,,,65,,,40,W,ly,30,45,,C,R,43,o,1,,01,7,8,A,6,6,3,5,,3,0,0,,9,9,9,83,803,0,31Aa01,50000,P47kr,G47kr,,,,,,,,,3,3,0,1,1,99,,,,0,,2,IL,,,,m,0,2,4,1,2,1,A,.,*,.,23,M,sm,,,,,,,,,,,,,H,Z17AA01,,,Gk,Z,BE-10,BE,zz,tt,,,,,,,,,,,,,,,,
403,37,24,4,2,1,1,1,3,2,2,,,1,0,,,6,H,,,65,,,50,W,ly,30,45,,C,R,43,o,1,22,01,6,8,A,8,5,4,3,7,2,0,0,3,9,9,9,63,607,7,21Aa,53000,G62,,,,,,,,,,5,1,3,1,1,99,,,,0,*+,1,IL,,,,m,0,2,4,1,1,1,A,.,*,.,23,M,al,,,,,,,,,,,,3,H,G14BC02,,,Gk,Gf,EB-13,EB,zzz,ttt,,,,,,,,,,,,,,,,
404,37,24,3,2,1,1,14,94,88,1,,,4,4,,,6,H,,,65,,,50,W,lc,20,45,,C,R/A,43,o,1,22,01/02,6,13,A,8,5,4,3,3,2,0,0,3,9,9,9,64,603,0,20Bb03,51120,G67,G62,,,,,,,,,5,2,3,1,1,99,,,,1,c,4,IL,,,,s,3,3,4,4,2,1,A,.,*,*,123,M,mo,,,,,,,,,,,,3,H,G14BB01,,,Gk,Gc,KW-7,KW,z,t,2,10.6987,514.697,10.2036,67.3047,129.502,51.3905,47.7935,40.8418,4.21761,1.29408,912.165,5.96502,2.39,142.526,16.5531
405,37,24,1,2,1,1,1,1,0,2,,,0,0,,,6,H,,,65,,,42,W,ly,30,60,,C,R/P,43,o,1,,01,6,9,F,7,6,7,8,8,2,0,0,4,9,9,9,73,,,,54110,G22,,,,,,,,,,1,1,3,1,,99,,,,0,+,0,IL,,,,v,3,1,4,3,1,+,A,.,*,.,123,BLM,al,,,,,,,,,,,,4,H,,,,,,VN-17,VN,x,tttt,,,,,,,,,,,,,,,,
406,104,12,1,2,1,1,14,166,638,1,,,5,7,,,2+6,H,,,64,,,40,S,lw,30,150,,C,R:P,43,o,1,,32/12,5,10,A,7,5,2,5,3,6,0,0,,9,9,9,81,406,0,18Aa02,62110,H42,H47,R44,,,,,,,,3,2,3,1,1,16,,,,0,+c,2,IH,,,,s,+,4,1,0,+,1,A,.,*,.,13,BEM,mo,,,,,,,,,,,,3,H,R34AA01,,,R,R,,,,,,21.8548,91.9564,16.1838,91.9045,173.144,85.2062,33.8962,22.9995,9.91023,5.85030,2038.58,4.20416,0.32,459.426,13.0560
